tid	uid	text	date	gender	age	city	state	country	ethnicity	label
-7250211717331462666	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 52 9 235 23 2614 3452 5 2378 7252 10 78 4871 82 25 4579	2015-5-15	1	1	Portland	Oregon	1	0	0
7406270958026845546	-6764551064246308718	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 479 82 9 25 1239 12 7717 6 1957 13 69 3110 778 3755 25 133 2199 14 2	2017-4-6	0	0	x	England	0	0	0
-7796463859560737538	-1024486581252890151	0 0 0 0 0 0 0 0 0 0 0 1 68 68 68 1038 68 1038 68 68 68 1038 68 1038 68 68 68 7 87 7 33 17 115 28 57 1073 2268 1063 9677 9087	2017-4-7	1	1	Rogers	Arkansas	1	1	0
-1418548130152120233	-5659627589764425291	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 279 12442 487 663 46 17 852 47 2814	2017-4-8	0	1	Bradford	England	0	0	1
-2614906088810869354	8544657146995802480	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 996 40 34 118 308 59 64 22 2906 4 3 132 4 239 549 4 2078 231 10 8778 1827	2017-4-7	0	0	Cape Town	Western Cape	0	1	0
-6888800307579265236	-1520006968655406120	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111 6 393 59 52 25 48 56 10 20 11341 635 56 32 292 1 2	2017-4-7	0	0	Los Angeles	California	1	0	0
-1500369262973751120	6949037684714658044	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 9115 4 381 1213 3257 1598 2932 321 10320 11202 14 2	2017-4-6	0	1	Hitchin	England	0	1	1
-753386976096030536	-2378050286787366944	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 104 12521 1061 27 3283 442 589 8 244 660 11 26 373 3	2017-4-3	0	0	x	Florida	1	0	0
6511750420944163456	7949591071064411191	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1390 3 2346 1738 11 1648 1839 8478 29 8578 2 1	2017-3-30	0	0	x	x	0	0	0
2633816546831700559	6947767983546652410	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 82 499 1074 35 436 129 76 5 129 4 1586 129 831 16 4 1523 41 452 8 134 102 478 72 72	2017-4-2	1	1	x	Texas	1	1	0
-4341529591595437674	-4334122850351437431	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 256 3266 1202 586 12 557 125 141 2341 3	2015-3-12	0	0	Melbourne	Victoria	0	1	0
-1514729039221819904	-433245966671118702	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 103 59 477 23 8 56 213 597 23 623 516 41 2	2017-3-31	0	1	Cleveland	Ohio	1	1	0
-3006010361926998863	-8592699096667581781	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 290 186 19 47 110 2822 1939 9 2 2	2017-3-30	0	1	Manassas	Virginia	1	1	1
-3146310869804553564	-1040178247699427998	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 3 11 1795 4 135 1403 22 7364 41 1 2 3 2 90 1	2017-4-5	0	0	Copenhagen	x	0	0	0
-3734690945754638140	3797898009645935628	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 3 42 93 6 207 633 12 4 162 125 6292 14 2	2017-4-6	0	0	x	x	1	0	0
6856745802068697482	-1255593522908362748	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 55 4 226 42 4 183 2286 263 5 10017 258 36 6302 78 2330 2	2017-4-3	0	0	Adelaide	South Australia	0	1	0
530542507638465400	1625339956352848396	0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 8 9 367 22 1372 469 13 187 4 149 64 1469 446 594 1791 2406 16 1564 8 413 152 358 1409 14	2017-4-7	1	1	x	x	0	0	1
-7364059679240058265	-7588788590860193466	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 94 1216 10485 61 198 9 4 7803 10 27 450 8 93 34 27 1176 4391 1605 5 71 61 12 680 365	2017-4-6	1	0	Harare	Harare Province	0	1	0
2367611116765768538	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 363 19 42 4 1860 10 20 450 76 127 392	2015-2-26	1	1	Portland	Oregon	1	0	0
7496087273028067735	-2092425451417637433	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 7 562 79 5 481 20 611 21 118 222 3934 6750 3264 2	2017-4-6	0	0	x	Texas	1	1	1
8628133855648647373	501467277232313105	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 28 57 155 9 790 72 1108 109 1147 35 21 3 152 254 3	2015-3-2	0	0	x	x	0	0	0
-7954606856165127796	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 7259 1507 2135 5 25 2127 2	2015-5-8	1	1	Portland	Oregon	1	0	0
4899818707727193259	5435437207650719938	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 284 124 23 98 35 2	2017-4-8	0	1	Oakland	California	1	1	1
-4745549593573187687	-2293180168487378857	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 205 18 13 786 190 65 57 94 39	2015-2-18	1	0	Independence	Kansas	1	0	1
8041776504176064796	5376640708751454835	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4521 205 96 98 18 35 13 1174 68 550 2	2017-4-5	1	1	Dallas	Texas	1	1	1
3323413068606276334	-2293180168487378857	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 361 1 63 1 45 11 1 354 46 96 560 5 25 270 5 8681 17 5270 10177 22 8809 26	2015-2-27	1	0	Independence	Kansas	1	0	1
-1652661135654892546	-1683644849701145717	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 317 4518 485 7 49 79 707 5 293 35 2798 98 35 33 23	2017-4-3	1	1	Wichita	Kansas	1	1	1
7901740712872451734	7519160339869772898	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7724 8031 132 1605 5 34 17 197 124 119 31 58 132 8668 227 973 3 3	2017-4-5	1	0	x	Wisconsin	1	0	0
-5269343352151326618	5945952741158710746	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 102 253 711 5 526 6 572 42 4 1244 552 44 13 1100 2	2017-3-31	1	1	Brunswick	Georgia	1	1	0
-4807185275638052651	2222200732332992579	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 77 11 54 2381 63 1407 95 111 4 2333 1766 390 42 9 550	2017-3-30	1	0	x	Texas	1	0	1
1561472511033876497	-6895369107924673513	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 18 39 60 3697 172 2421 10 6 3203 49 223 23 6 1825 6945 562 30 2199 17 1	2017-3-31	1	0	Toronto	Ontario	0	0	0
1619772325767697598	-3732220088503767434	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 464 66 3683 10 3 3 3883 307 7786 3 3 948 2 1	2017-4-5	1	1	x	Florida	1	0	1
-923789975901238552	-4502648936752867907	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 9 198 27 1884 395 258 58 864 9 6 345 166 865	2017-4-5	1	1	Houston	Texas	1	1	1
8396868534654594503	8771372418617688767	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5928 22 1640 13367 8 825 2327 22 53 13554 53 41 4 1578 10 4664 2	2017-4-3	1	0	x	Illinois	1	1	0
-5636883837885542657	1329358675861688840	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 4 365 752 1827 3466 114 28 1060 10279 244 3831 11 34 143 1354	2017-3-30	0	0	San Diego	California	1	0	0
1438652786001783724	-6126586736091391010	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3746 6940 2255 200 26 363 289 9422 1 888 13 5502 1171 7779 14 2	2017-4-6	1	1	Oxford	England	0	0	0
-8174927739702975926	-3996145858277838814	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 253 711 5 6 11412 21 4 159 366 243 1 13 1 19 636 2371 535 3	2017-4-3	1	0	London	England	0	0	0
-5732852417034600499	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3698 4 172 6632 241 31 709 45 6 5184 1327	2015-3-3	1	1	Portland	Oregon	1	0	0
-162345978450957068	-2293180168487378857	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 199 49 30 4 2073 5 8197 12 45 180 65 5 25 561 1939 37 61 11022 180 3108	2015-2-10	1	0	Independence	Kansas	1	0	1
-8041542214351541126	4382798334928285237	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 40 9 52 84 182 6836 6 1537 10 5167 129 32 606 6 24 9723 3168 2	2017-4-1	1	1	Stonington	Connecticut	1	0	1
6770497065709356842	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196 421 61 130 464 17 152 67 37 50 209 5 7703 23 33 19 44 59 464 46 20 151 5 163 1095	2015-2-4	1	1	Portland	Oregon	1	0	0
-3964945033505214551	-1853453831828366054	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 410 5 241 5690 733 41 1335 1 869 19 11 31 24 661 410 5 19 2	2017-4-5	1	1	Houston	Texas	1	0	1
-2783080941369279718	-8422457711546281762	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 1410 3	2015-3-2	1	1	Bondi Junction	New South Wales	0	1	0
-8682324021163398482	3329163286688341328	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 31 9 109 265 6 456 2789	2017-4-5	0	1	x	Florida	1	1	1
-5154377435177364448	-511245676058132080	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 68 7 39 1482 29 4 3 154 300 120 620 8 3432 9 38 481 4 239 120	2015-3-11	1	0	Newcastle	New South Wales	0	0	0
-1305922377038609269	6602970640209290575	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2153 34 118 114 113 8576 8576 421 1690 8319 117 95 2	2017-4-2	1	1	Dallas	Texas	1	1	0
7615600681389080422	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 222 1694 7 2882 1 8 1 145 347 7238 28 19 11 26 6 94 1219	2015-2-27	1	1	Portland	Oregon	1	0	0
3668815315556704072	5146546835282908861	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 869 2170 292 17 56 1710 362 81 337 42 4 685 11970 175 131 3 1710 81	2017-4-6	0	1	Abuja	Federal Capital Territory	0	1	0
-7069163199452210152	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 36 243	2015-3-10	1	1	Portland	Oregon	1	0	0
-1975401386433117114	5499613595823645406	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8513 315 510 29 5710 455 1319 240 7 131 379 6 842 4981 11596 777 2	2017-4-2	1	0	Fenton	Missouri	1	1	0
-2903872313066569435	3628629153073406819	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1257 1279 11438 62 2665 71 3 11397 13920 8 6 393 10 71 7661 3	2017-4-5	0	0	Halifax Regional Municipality	Nova Scotia	0	0	0
-8413862566572526553	-6979496854889424454	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 519 3 11245 3274 203 12694 3941 5999 13 3130 11639 2 3 3	2017-4-7	0	1	Makati	Metro Manila	0	1	1
4485462952638023297	-7410749515356073414	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6652 4407 8 34 58 132 5 683 22 38 1849 63 30 38 9956 128 148 2	2017-4-4	1	0	Riverside	California	1	0	0
3580645237465227657	-7321111008912207017	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 84 91 6 66 3 16 4 3 3 853 21 84 91 4674 740 66 511 2 90 14 2	2017-4-6	0	0	San Francisco	California	1	0	0
7099584648522932428	-7178146988824180295	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 100 1629 101 1021 611 1552 8587 102 12 6 399 2941 17 558 356 16 4 517 646 54 26 106	2017-3-31	0	0	Washington	District of Columbia	1	0	1
-8369813746990752492	-4906793123358505049	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 223 19 366 5 2563 71 377 16 71 1384 51 31 1362 218	2017-3-31	0	0	x	Michigan	1	0	0
-2000412603192781066	8447173505052368022	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 17 9 87 31 8337 10 392 120 17 9 49 797 102 849 34 118 167	2017-4-8	0	1	Mthatha	Eastern Cape	0	1	1
-6379099473223655899	3653404260585518187	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 45 8101 5 9375 4491 11720 40 1028 3518 84 182 486 9516 41 215 220 2 90 14 2	2017-4-5	1	0	x	Massachusetts	1	0	0
-9144766832483136561	-5192751385777815732	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 19 98 35 1543 2	2017-4-7	1	1	x	Bali	0	1	1
9155195834781517546	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 337 167 7237 4870 223 9193 261 318 8 18 11 2240	2015-2-28	1	1	Portland	Oregon	1	0	0
8602251042603379816	-21403476214493815	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 131 2294 8 7 131 929 48 230 1543 104 4344 2363 8 2170 9499 2816	2017-4-8	0	1	Sydney	New South Wales	0	1	0
-5871357645842593922	-6209378637497134257	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 605 4 2186 21 5517 5925 1 29 1 157 1 8 1 13 1953 14 2	2017-4-4	0	1	Boston	Massachusetts	1	0	0
7211536160958402832	6987518643169144797	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 211 154 404 8 129 445 41 6 1500 477 41 6 6285 12 4 357 285 21 6 12084 3 3 3	2015-3-12	0	0	Kansas City	Missouri	1	1	1
-5063465000060142024	-2333694903303104224	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 869 2542 118 878 10 3736 22 324 2	2017-3-30	1	1	Fort Wayne	Indiana	1	1	1
-4492635733034062081	8294747969757254220	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 385 105 198 6 265 63 165 166 20 67 10 80	2017-4-8	1	1	Los Angeles	California	1	1	1
1602452255363567043	8636602001999022227	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 2	2015-2-27	0	0	x	x	0	1	1
6878714082867417836	-1010964735579609862	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 240 70 101 391 10 1156 1959 1952 1192 3331 8 44 1952 164 160 43 23 47 10 19 2241 8 128 29	2017-4-7	1	1	Raleigh	North Carolina	1	0	0
41753886052159354	1406871089953455095	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 244 11 739 72 2078 43 27 244 1286 150 29 2 3 3 3	2017-3-31	0	1	Matamata	Waikato	0	1	1
8427626243440218362	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8118 1022 2	2015-3-14	1	1	Portland	Oregon	1	0	0
-1826558107630595255	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1330	2015-3-13	1	1	Portland	Oregon	1	0	0
3671213124887521987	4511334998403307038	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 57 288 200 18 137 13 6 5144 8482 5 1268 27 660 192 101 16 790 13 371 1920 62	2017-4-7	1	0	x	England	0	0	0
-3830250350128589428	4884858414712024563	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 11 6 602 5210 10 1053 493 6 60 2476 7150 1216 8955	2017-4-2	0	0	Pune	Maharashtra	0	1	0
8539188511639669400	-2737262293960316317	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 57 556 4398 5 2540 10 347 226 97 105 996 45 37 22 121 268 197 1749 9 8 198 9 2841	2017-4-8	1	0	x	Michigan	1	0	0
7019461239955579455	7085012756963641946	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 2	2015-3-12	1	0	x	x	0	1	0
1543632842262953435	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 435 884 10 864 39 1102 30 1529 17 7 131 12 512 26 42 7327 397	2015-2-6	1	1	Portland	Oregon	1	0	0
-6953458793180600111	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4744 297 13 4 11959 1061 2195 16 17 37 1715 86 11960 31 78 3635 562 11961 4 13190 498 17 1975	2015-2-11	1	1	Portland	Oregon	1	0	0
-6520280980629836816	-2902256971307319465	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 48 5553 11 41 4 1379 3901 19 66 3335 52 137 195 711 1	2017-4-7	1	1	x	x	0	1	0
-8907866930829156710	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8097	2015-2-6	1	1	Portland	Oregon	1	0	0
-4653830377198220225	-7546665828362287040	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179 179 179 3012 7306 559 535 4489 559 535 5 7908 115 520 1252 19 202 20 394 5356 31 522 2	2017-4-7	1	1	Roswell	New Mexico	1	0	0
-373137270141353059	-4989319448796556738	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 451 48 9 43 6 8644 13 27 753 9 30 314 812 74 35 2	2017-4-3	0	1	Los Angeles	California	1	0	0
7113063134972148737	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 153 101 439 17 20 8157 22 1317 8 4 1455 11 1317 28 26 533	2015-2-21	1	1	Portland	Oregon	1	0	0
-9212644478374389944	-4830686583017176250	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 613 321 427 77 11 54 165 1697 13 10580 1269 57 52 7 43 12 1230 21 6583	2017-4-4	0	0	Patna	Bihar	0	0	0
1250203137565915961	4238357550006473629	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11178 641 45 39 4 365 10 4 3854 3762 64 4155 809 14500 142	2017-4-2	0	0	Tempe	Arizona	1	0	0
-5967825077227243540	8339194537772584408	0 0 0 0 0 0 0 0 1 81 155 93 117 173 740 40 81 132 10085 6 240 103 6110 236 172 48 288 48 9 87 8 81 52 2455 76 6709 12 6 114 2892	2017-3-31	0	1	x	North Carolina	1	0	0
-1336085212778369068	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 256	2015-2-5	1	1	Portland	Oregon	1	0	0
-6859546768937716819	-445300647455905461	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5679 604 2 3 3 3 2	2017-4-6	1	1	Istanbul	Istanbul	0	0	0
-9095650426300933969	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 690 35 9295 12 3565 371 733 831 5 4 1089 10 19 4877 70 23 1197 2	2015-2-6	1	1	Portland	Oregon	1	0	0
8493385823934628198	-7245244681861614427	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1543 3098 7 43 12 4 856 7 30 5 1945 31 114 3418 603	2017-3-31	1	1	Gaffney	South Carolina	1	0	0
-354032070608018173	-6781612324992871389	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 256 111 59 16 4 396 87 17 246 318 21 116 6 26 105 12 4 14 2	2017-3-31	0	0	Richmond	England	0	0	0
-4561895526503147078	-6549572479618430193	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 13058 730 210 9 4 1237 53 53 153 130 615 185 3512 7566	2017-4-6	1	0	x	x	1	0	0
-6577702834516640378	-5483402991198463783	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 7 655 73 1 2674 71 620 19 11 24 1732 1543 382 1849 68	2017-3-30	0	0	Abuja	Federal Capital Territory	0	1	1
2544494664035547253	8459996522628486739	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 326 329 25 7553 265 31 850 31 51 556	2017-4-6	1	1	Independence	Kansas	1	1	1
6876988517458295209	-4565639637232929764	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 165 818 962 27 279 109 4765 11 18 184 8 30 81	2017-4-4	1	1	Lagos	Lagos	0	1	0
6474023204049863407	7039520434830814263	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 9 8 27 1661 3690 1501 49 33 584 257 28 29 564 37 1868 328 13411 33 154 8 300 31 2262 3	2015-3-11	1	1	x	x	0	0	1
-2587040977568639503	-3959868752091886934	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 680 57 784 52 9 43 3	2015-3-2	0	0	Sydney	New South Wales	0	1	1
5847654271103207383	6506954879009965132	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 81 317 24 76 16 6 754 3 3 2	2017-4-7	0	1	Rome	Lazio	0	1	1
-7980586711952005708	5697226893998833834	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 30 5 134 4 111 72 2489 177 7 88 34 4 1767 138 352 7915 8 2548 3092 267	2017-4-4	1	1	New York	New York	1	1	0
-6482946012523803742	-4262693003194356655	0 0 0 0 0 0 0 0 0 0 0 20 1046 99 201 265 906 17 58 496 5 20 654 99 34 20 2063 8 20 1583 4703 74 1195 20 1089 7 120 119 31 133	2017-4-5	1	1	Los Angeles	California	1	1	1
2928771801829154286	-1541842335809037307	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 153 32 766 614 10 102 4 428 2 2	2017-4-3	0	1	x	x	0	1	0
-7132694402506634903	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 86 10 18 61 25 202 674 29 86 381	2015-5-5	1	1	Portland	Oregon	1	0	0
6527321212214905500	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 756	2015-2-23	1	1	Portland	Oregon	1	0	0
-7975493171946166917	5259148551448830721	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 643 2551 51 67 13 6 126 144 865 865 487 35 865 2 2	2017-4-4	0	1	x	x	0	0	0
-1990169192908389359	-2163674970735347202	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 48 40 4 3780 493 27 1440 8 27 7686 5779 44 13 702 2	2017-3-31	0	0	Los Angeles	California	1	1	0
6929073961043196489	-6983321001321480283	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 253 13 6 346 2233 880 4872 16 4 227 428 2610 10 4 346 1291 11 599 3 2	2017-4-6	1	1	San Diego	California	1	1	0
1239391984520396282	4926862304955734550	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 77 11 338	2015-2-15	1	1	Portland	Oregon	1	0	0
-801228553214046637	2006468269339749631	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5135 30 81 161 14153 5 3272 469 13 27 1064 46 71 2684 9972 4 4532 5417 57 401 14 2	2017-4-4	0	0	Spicewood	Texas	1	0	0
9063302875324991372	7248110670396502012	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 1370 4177 1 1871 2 3 2	2017-4-4	0	1	Leiden	South Holland	0	0	0
2085812624836019914	-1798167245669204156	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 1113 7918 11 4 1714 5 8980 55 5 1670 44 13 1072 2	2017-4-7	1	0	West Chester	Pennsylvania	1	0	0
-6731765236552860618	-1430413306619995990	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 193 372 2178 952 110 235 178 931 107 10 10307 53 2112 55 18 490 5 14 2	2017-4-8	1	0	McAllen	Texas	1	1	0
4759629926051039968	6020005810768821320	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 129 77 39 56 3 7 87 4 289 149 6473 3013 11 335 324 34 58 70 396 11 4 14 2	2017-4-3	0	0	New York	New York	1	1	1
